customer_id,checking_balance,savings_balance,total_balance,has_credit_card,has_personal_loan,has_mortgage,has_investment_account,has_business_account,product_count,digital_logins_90d,branch_visits_90d,support_calls_90d,monthly_deposits,monthly_card_spend,monthly_revenue,servicing_cost,monthly_profit,churn_probability,churn_risk_band,churned
CUST001016,6367.99,93880.25,100248.23,0,0,0,0,0,3,23,4,0,8726.27,0.0,49.06,34,15.06,0.02,Low Risk,0
CUST001017,3272.62,5826.31,9098.93,0,0,0,0,0,3,24,0,9,4197.04,0.0,4.0,72,-68.0,0.27,Medium Risk,0
CUST001018,3397.1,23748.66,27145.76,0,0,0,0,0,3,21,4,1,18511.4,0.0,13.01,40,-26.99,0.14,Low Risk,0
CUST001019,6111.71,24137.3,30249.01,0,0,0,0,0,3,19,1,0,7103.94,0.0,14.11,22,-7.89,0.14,Low Risk,0
CUST001020,3645.99,3996.04,7642.04,0,0,1,0,0,4,26,0,2,5370.12,0.0,88.21,30,58.21,0.02,Low Risk,0
CUST001021,2857.43,0.0,2857.43,0,1,0,1,0,4,21,1,0,4660.95,0.0,100.95,22,78.95,0.18,Medium Risk,0
CUST001022,0.0,12207.11,12207.11,1,0,0,1,1,5,20,2,1,13322.93,2252.07,176.64,32,144.64,0.02,Low Risk,0
CUST001023,0.0,9924.85,9924.85,1,0,0,0,1,4,30,0,0,10693.77,2208.98,119.72,18,101.72,0.08,Low Risk,0
CUST001024,1696.17,5877.74,7573.92,0,1,0,1,0,5,26,3,1,4940.72,0.0,103.5,36,67.5,0.02,Low Risk,0
CUST001025,11406.82,9724.18,21131.0,1,0,1,0,0,5,15,1,0,8400.4,4774.07,179.6,22,157.6,0.02,Low Risk,0
CUST001026,2281.47,13566.16,15847.62,1,0,0,0,0,4,19,3,2,1594.64,756.29,21.16,42,-20.84,0.14,Low Risk,0
CUST001027,5399.84,16104.8,21504.64,1,0,0,0,0,4,19,0,1,8272.89,3027.91,64.35,24,40.35,0.08,Low Risk,0
CUST001028,3109.81,2958.39,6068.2,1,0,0,0,1,5,22,0,1,745.2,1295.44,100.83,24,76.83,0.1,Low Risk,0
CUST001029,3086.52,6802.36,9888.87,1,0,0,0,0,4,19,2,2,6960.29,254.29,9.01,38,-28.99,0.14,Low Risk,0
CUST001030,4023.43,0.0,4023.43,1,0,0,0,0,3,17,3,1,16742.0,5882.02,107.22,36,71.22,0.02,Low Risk,0
CUST001031,2665.85,98.94,2764.79,1,0,0,0,0,3,33,0,0,7591.97,1440.05,26.86,18,8.86,0.18,Medium Risk,0
CUST001032,2624.22,1974.61,4598.83,1,0,0,0,0,4,19,3,5,5859.44,307.77,7.4,60,-52.6,0.37,High Risk,1
CUST001033,1387.03,11640.12,13027.15,0,0,1,0,0,4,19,2,0,7710.63,0.0,91.28,26,65.28,0.18,Medium Risk,0
CUST001034,7197.39,62960.98,70158.37,1,0,1,1,0,6,12,1,0,8472.62,9341.77,342.03,22,320.03,0.02,Low Risk,0
CUST001035,2260.74,8986.69,11247.42,1,0,0,0,0,4,20,2,2,6496.28,3765.86,73.03,38,35.03,0.18,Medium Risk,0
CUST001036,0.0,0.0,0.0,0,0,0,0,0,1,21,3,4,2783.79,0.0,0.0,54,-54.0,0.44,High Risk,1
CUST001037,1951.82,0.0,1951.82,0,1,0,1,0,4,16,2,1,3322.68,0.0,100.65,32,68.65,0.08,Low Risk,0
CUST001038,2494.52,8882.19,11376.71,0,0,0,0,0,3,26,2,1,2959.07,0.0,5.27,32,-26.73,0.14,Low Risk,0
CUST001039,3109.97,20056.68,23166.64,1,0,1,0,0,5,23,2,2,8258.64,3602.32,160.91,38,122.91,0.02,Low Risk,0
CUST001040,968.81,5719.74,6688.55,0,0,0,0,0,3,18,2,0,8345.02,0.0,3.18,26,-22.82,0.14,Low Risk,0
CUST001041,1695.99,9109.15,10805.14,0,1,1,0,0,5,26,2,0,4080.05,0.0,135.12,26,109.12,0.02,Low Risk,0
CUST001042,0.0,505.19,505.19,0,0,0,0,0,2,19,4,0,2655.65,0.0,0.25,34,-33.75,0.25,Medium Risk,1
CUST001043,1789.91,97251.57,99041.48,1,1,0,1,0,6,25,2,5,26417.25,0.0,149.22,56,93.22,0.07,Low Risk,0
CUST001044,2478.85,10878.41,13357.25,1,0,0,0,0,4,13,1,0,16022.15,5977.91,113.87,22,91.87,0.18,Medium Risk,0
CUST001045,1089.88,5635.77,6725.65,0,0,0,0,0,3,20,0,2,5925.7,0.0,3.18,30,-26.82,0.08,Low Risk,0
CUST001046,2882.77,10697.59,13580.36,0,0,0,0,0,3,27,1,2,4018.3,0.0,6.31,34,-27.69,0.24,Medium Risk,0
CUST001047,3194.19,12458.79,15652.98,0,0,1,0,0,4,21,3,2,4947.64,0.0,92.29,42,50.29,0.08,Low Risk,0
CUST001048,3614.9,10880.1,14495.01,1,0,1,1,0,6,24,1,0,5508.95,1688.21,177.03,22,155.03,0.1,Low Risk,0
CUST001049,4612.35,17772.19,22384.53,0,0,0,1,0,4,25,0,0,5994.17,0.0,65.42,18,47.42,0.08,Low Risk,0
CUST001050,3240.2,7805.19,11045.39,0,1,1,0,0,5,15,4,0,5594.95,0.0,134.98,34,100.98,0.02,Low Risk,0
CUST001051,1875.21,6791.68,8666.89,0,0,0,0,0,3,22,4,2,3223.97,0.0,4.02,46,-41.98,0.14,Low Risk,0
CUST001052,1724.18,3289.57,5013.75,1,0,0,0,0,4,27,0,1,1847.98,775.18,16.17,24,-7.83,0.14,Low Risk,0
CUST001053,3516.43,7182.02,10698.45,1,0,0,1,0,5,18,3,2,12082.25,1815.53,92.44,42,50.44,0.02,Low Risk,0
CUST001054,3168.52,23974.3,27142.82,0,0,0,0,0,3,23,2,6,1467.39,0.0,13.04,62,-48.96,0.21,Medium Risk,0
CUST001055,1554.68,11119.82,12674.5,0,0,0,0,0,3,19,1,7,5542.77,0.0,6.08,64,-57.92,0.21,Medium Risk,0
CUST001056,525.27,8743.07,9268.34,0,1,0,0,0,4,31,1,0,5608.0,0.0,49.55,22,27.55,0.08,Low Risk,0
CUST001057,2224.4,9493.42,11717.82,0,0,0,0,0,3,25,0,5,8194.54,0.0,5.49,48,-42.51,0.27,Medium Risk,0
CUST001058,4269.34,15615.5,19884.84,1,0,0,0,0,4,27,5,1,5331.81,3659.58,75.1,44,31.1,0.18,Medium Risk,1
CUST001059,1035.63,11447.17,12482.8,0,0,1,0,0,4,17,1,0,10840.44,0.0,91.07,22,69.07,0.08,Low Risk,0
CUST001060,11334.5,18450.57,29785.07,1,0,0,0,0,4,18,3,2,14260.1,1549.8,40.9,42,-1.1,0.08,Low Risk,0
CUST001061,1799.59,3876.89,5676.49,1,0,0,0,0,4,26,3,1,4998.69,0.0,2.54,36,-33.46,0.08,Low Risk,0
CUST001062,4042.36,15238.33,19280.69,0,0,1,0,0,4,17,3,2,9151.66,0.0,93.97,42,51.97,0.08,Low Risk,0
CUST001063,2862.03,0.0,2862.03,0,0,0,0,0,2,26,1,0,8056.22,0.0,0.95,22,-21.05,0.26,Medium Risk,0
CUST001064,6575.25,27695.83,34271.08,1,0,0,0,0,4,19,1,1,11224.51,4296.18,93.37,28,65.37,0.02,Low Risk,0
CUST001065,3729.35,6240.97,9970.32,1,1,0,0,0,5,29,4,0,11984.5,0.0,49.36,34,15.36,0.02,Low Risk,0
CUST001066,4733.38,5391.98,10125.36,1,0,0,0,1,5,21,5,7,7412.22,3280.75,138.33,80,58.33,0.13,Low Risk,1
CUST001067,1211.75,2153.89,3365.64,1,0,0,0,0,4,17,0,0,3487.86,997.97,19.44,18,1.44,0.02,Low Risk,0
CUST001068,5794.42,13530.3,19324.72,1,0,1,0,0,5,18,1,1,9245.53,5320.34,189.46,28,161.46,0.1,Low Risk,0
CUST001069,4997.72,11405.39,16403.11,1,1,0,0,0,5,19,2,5,4190.22,1939.44,87.28,56,31.28,0.23,Medium Risk,0
CUST001070,2081.77,6108.66,8190.43,1,0,0,0,0,4,22,1,0,7485.82,1645.26,33.36,22,11.36,0.08,Low Risk,0
CUST001071,0.0,2651.72,2651.72,1,0,0,0,0,3,19,5,1,3504.99,1529.82,28.86,44,-15.14,0.14,Low Risk,0
CUST001072,4475.19,17579.76,22054.95,1,0,0,0,0,4,18,2,1,13998.79,3509.58,73.45,32,41.45,0.02,Low Risk,0
CUST001073,988.89,4235.42,5224.31,1,0,0,0,0,4,22,1,5,1644.52,602.24,13.29,52,-38.71,0.27,Medium Risk,0
CUST001074,260.75,2509.27,2770.02,1,0,0,0,0,4,20,3,0,3192.46,507.81,10.48,30,-19.52,0.24,Medium Risk,0
CUST001075,0.0,28061.03,28061.03,0,0,0,0,0,2,16,3,1,11612.45,0.0,14.03,36,-21.97,0.2,Medium Risk,0
CUST001076,1677.69,0.0,1677.69,0,1,1,0,0,4,24,1,2,5447.02,0.0,130.56,34,96.56,0.02,Low Risk,0
CUST001077,2189.5,3279.99,5469.49,0,0,0,0,0,3,20,4,0,2422.08,0.0,2.37,34,-31.63,0.14,Low Risk,0
CUST001078,7798.3,35314.16,43112.46,0,0,0,0,0,3,23,4,0,19297.8,0.0,20.26,34,-13.74,0.14,Low Risk,0
CUST001079,92.19,400.35,492.53,0,1,0,0,0,3,24,2,0,3577.29,0.0,45.23,26,19.23,0.13,Low Risk,0
CUST001080,1036.6,2196.95,3233.55,1,0,0,0,0,4,28,7,2,3065.63,440.78,9.38,58,-48.62,0.24,Medium Risk,0
CUST001081,3864.55,18741.02,22605.57,1,0,0,0,0,4,18,3,1,8396.78,2101.17,48.48,36,12.48,0.08,Low Risk,0
CUST001082,15350.47,14471.39,29821.86,0,0,0,0,1,4,20,2,0,12773.44,0.0,87.35,26,61.35,0.08,Low Risk,0
CUST001083,576.94,1637.11,2214.05,0,0,0,0,0,3,24,2,1,7017.88,0.0,1.01,32,-30.99,0.14,Low Risk,1
CUST001084,3842.83,0.0,3842.83,1,0,0,0,1,4,21,4,0,6401.56,942.2,93.24,34,59.24,0.02,Low Risk,0
CUST001085,4789.15,22974.99,27764.14,1,0,0,0,0,4,24,3,2,6600.55,1042.52,31.85,42,-10.15,0.08,Low Risk,0
CUST001086,10908.55,3562.4,14470.95,0,0,0,0,1,4,30,2,1,8418.76,0.0,80.42,32,48.42,0.08,Low Risk,0
CUST001087,1080.23,9266.1,10346.33,0,0,0,0,0,3,14,4,0,2351.78,0.0,4.99,34,-29.01,0.14,Low Risk,1
CUST001088,2738.81,7311.05,10049.87,0,0,0,1,0,4,23,1,3,4043.38,0.0,59.57,40,19.57,0.08,Low Risk,0
CUST001089,2509.33,5464.39,7973.72,0,0,0,0,0,3,23,3,0,3744.74,0.0,3.57,30,-26.43,0.14,Low Risk,0
CUST001090,1264.42,1835.24,3099.66,0,0,1,0,0,4,20,0,0,2740.94,0.0,86.34,18,68.34,0.02,Low Risk,0
CUST001091,4566.64,46624.41,51191.05,1,0,1,0,0,5,21,5,1,9483.11,2578.07,156.24,44,112.24,0.02,Low Risk,0
CUST001092,1640.8,3080.97,4721.77,1,0,0,0,0,4,23,2,1,1846.26,1244.32,24.49,32,-7.51,0.14,Low Risk,0
CUST001093,3770.15,0.0,3770.15,0,0,0,0,0,2,23,4,2,5780.98,0.0,1.26,46,-44.74,0.2,Medium Risk,0
CUST001094,3544.05,2185.91,5729.96,1,0,0,1,0,5,22,1,7,3770.84,134.05,59.69,64,-4.31,0.19,Medium Risk,0
CUST001095,746.83,479.75,1226.58,1,0,0,0,0,3,12,1,0,2042.28,1083.41,19.99,22,-2.01,0.14,Low Risk,0
CUST001096,1044.47,17701.02,18745.48,1,0,0,0,0,4,20,2,5,7472.09,3488.4,71.99,56,15.99,0.21,Medium Risk,0
CUST001097,0.0,0.0,0.0,0,1,0,0,0,2,17,0,0,14765.39,0.0,45.0,18,27.0,0.19,Medium Risk,0
CUST001098,341.35,5935.5,6276.85,1,0,0,0,0,4,23,1,0,1130.54,1703.01,33.74,22,11.74,0.08,Low Risk,1
CUST001099,899.49,4721.13,5620.62,0,1,0,0,0,4,15,4,0,4462.36,0.0,47.66,34,13.66,0.18,Medium Risk,0
CUST001100,3133.42,28792.87,31926.29,0,0,0,0,0,3,23,1,1,11499.63,0.0,15.44,28,-12.56,0.08,Low Risk,0
CUST001101,12846.22,23412.18,36258.4,1,0,0,0,0,4,22,2,2,11884.11,0.0,15.99,38,-22.01,0.14,Low Risk,0
CUST001102,1921.5,9699.29,11620.79,0,1,0,0,0,4,22,5,0,8044.04,0.0,50.49,38,12.49,0.02,Low Risk,0
CUST001103,4873.17,0.0,4873.17,0,0,1,0,0,3,17,3,6,5009.97,0.0,86.62,66,20.62,0.21,Medium Risk,0
CUST001104,4566.58,16924.47,21491.05,1,0,0,1,0,5,17,1,1,11510.12,3333.8,124.99,28,96.99,0.02,Low Risk,0
CUST001105,579.67,0.0,579.67,1,0,0,0,0,3,29,1,1,7173.0,1171.82,21.29,28,-6.71,0.13,Low Risk,0
CUST001106,6137.23,31594.21,37731.44,0,0,0,1,0,4,24,1,1,1855.19,0.0,72.84,28,44.84,0.02,Low Risk,0
CUST001107,1734.33,3213.49,4947.83,0,0,0,0,0,3,18,1,0,6060.87,0.0,2.18,22,-19.82,0.08,Low Risk,0
CUST001108,834.7,14956.61,15791.31,0,0,0,0,0,3,24,2,3,2936.39,0.0,7.76,44,-36.24,0.08,Low Risk,0
CUST001109,1276.81,12961.32,14238.14,1,0,0,0,0,4,19,4,1,6226.26,2026.71,43.39,40,3.39,0.02,Low Risk,0
CUST001110,5886.67,17411.75,23298.43,0,0,0,0,0,3,19,1,1,18465.12,0.0,10.67,28,-17.33,0.08,Low Risk,0
CUST001111,780.27,8146.91,8927.18,0,0,0,0,0,3,20,1,2,10539.1,0.0,4.33,34,-29.67,0.14,Low Risk,0
CUST001112,2668.29,0.0,2668.29,0,0,0,0,0,2,21,2,0,2626.97,0.0,0.89,26,-25.11,0.2,Medium Risk,0
CUST001113,9620.64,27582.99,37203.62,0,1,0,0,0,4,23,2,1,3242.49,0.0,62.0,32,30.0,0.02,Low Risk,0
CUST001114,1923.18,9181.37,11104.55,1,1,0,0,0,5,17,4,8,4626.52,0.0,50.23,82,-31.77,0.19,Medium Risk,1
CUST001115,466.34,18779.88,19246.22,1,0,1,1,0,6,23,1,1,4426.89,2018.83,185.88,28,157.88,0.02,Low Risk,0
CUST001116,4621.03,12834.48,17455.51,0,1,0,0,0,4,28,1,8,11345.07,0.0,52.96,70,-17.04,0.27,Medium Risk,0
CUST001117,0.0,2314.41,2314.41,0,0,0,0,0,2,24,4,0,5730.62,0.0,1.16,34,-32.84,0.2,Medium Risk,0
CUST001118,5191.39,9915.97,15107.36,0,0,0,0,0,3,26,1,7,5083.61,0.0,6.69,64,-57.31,0.27,Medium Risk,1
CUST001119,9151.6,0.0,9151.6,0,1,0,0,0,3,17,1,0,15406.12,0.0,48.05,22,26.05,0.08,Low Risk,0
CUST001120,4525.51,2065.47,6590.99,1,0,0,0,0,4,11,3,0,28273.99,7664.92,140.51,30,110.51,0.02,Low Risk,0
CUST001121,664.69,18975.83,19640.52,1,0,0,0,0,4,27,1,0,14041.91,3766.16,77.5,22,55.5,0.02,Low Risk,0
CUST001122,5588.33,17129.61,22717.95,1,0,0,0,0,4,31,5,0,10000.38,1198.57,32.0,38,-6.0,0.08,Low Risk,0
CUST001123,812.94,3523.03,4335.98,1,1,0,0,0,5,22,4,1,2838.58,848.16,62.3,40,22.3,0.02,Low Risk,0
CUST001124,2435.73,7468.81,9904.53,1,1,0,0,0,5,20,2,2,4288.4,2677.66,97.74,38,59.74,0.02,Low Risk,0
CUST001125,1602.03,11729.41,13331.44,0,1,0,0,0,4,24,2,1,3423.09,0.0,51.4,32,19.4,0.02,Low Risk,0
CUST001126,0.0,4363.67,4363.67,1,0,0,0,0,3,20,0,0,1814.98,1718.28,33.11,18,15.11,0.18,Medium Risk,0
CUST001127,2602.49,9287.83,11890.32,1,1,0,0,0,5,25,2,0,8163.5,969.4,67.96,26,41.96,0.02,Low Risk,0
CUST001128,1539.99,2545.02,4085.01,1,0,1,0,0,5,15,2,0,2590.58,1156.42,107.6,26,81.6,0.02,Low Risk,0
CUST001129,1975.12,18641.15,20616.27,1,0,0,0,0,4,23,3,1,7912.11,2901.04,62.2,36,26.2,0.18,Medium Risk,1
CUST001130,1143.83,0.0,1143.83,1,0,1,0,0,4,18,4,1,4447.38,2243.9,125.77,40,85.77,0.02,Low Risk,0
CUST001131,0.0,5117.47,5117.47,1,0,0,0,0,3,21,3,2,12068.57,4946.44,91.59,42,49.59,0.08,Low Risk,1
CUST001132,1658.05,12974.71,14632.75,0,1,0,1,0,5,23,0,0,3855.66,0.0,107.04,18,89.04,0.02,Low Risk,0
CUST001133,6266.36,43327.74,49594.1,0,0,1,1,0,5,21,1,1,10185.49,0.0,163.75,28,135.75,0.02,Low Risk,0
CUST001134,3705.45,0.0,3705.45,1,0,0,0,0,3,23,1,3,9619.2,3280.45,60.28,40,20.28,0.08,Low Risk,0
CUST001135,2825.1,29451.37,32276.47,1,1,1,0,0,6,24,0,0,9242.29,6879.49,269.5,18,251.5,0.02,Low Risk,0
CUST001136,908.88,2246.43,3155.31,1,0,0,0,0,4,21,3,0,3798.58,880.42,17.27,30,-12.73,0.14,Low Risk,0
CUST001137,1662.35,0.0,1662.35,0,0,0,1,0,3,20,1,6,13159.45,0.0,55.55,58,-2.45,0.27,Medium Risk,0
CUST001138,214.74,1853.31,2068.04,0,0,0,0,0,3,21,0,1,2802.15,0.0,1.0,24,-23.0,0.14,Low Risk,0
CUST001139,2480.38,14590.92,17071.3,0,0,0,1,0,4,21,1,2,7196.59,0.0,63.12,34,29.12,0.08,Low Risk,0
CUST001140,1988.65,7375.0,9363.64,1,0,0,0,0,4,21,3,4,3131.64,1557.42,32.38,54,-21.62,0.27,Medium Risk,0
CUST001141,5424.55,16798.82,22223.37,0,0,0,0,0,3,25,1,1,15697.96,0.0,10.21,28,-17.79,0.08,Low Risk,0
CUST001142,3320.68,11955.48,15276.16,1,0,1,0,0,5,20,0,5,13601.13,4149.82,166.78,48,118.78,0.07,Low Risk,0
CUST001143,1843.07,3788.16,5631.23,1,0,0,0,0,4,21,2,0,2241.24,481.59,11.18,26,-14.82,0.14,Low Risk,1
CUST001144,1091.02,4059.41,5150.43,1,0,0,0,0,4,20,2,2,1932.19,1026.77,20.88,38,-17.12,0.14,Low Risk,0
CUST001145,10140.53,33537.9,43678.43,0,0,0,1,0,4,19,1,1,14294.46,0.0,75.15,28,47.15,0.02,Low Risk,0
CUST001146,2337.81,7140.43,9478.24,0,0,0,0,0,3,18,4,0,5203.61,0.0,4.35,34,-29.65,0.08,Low Risk,0
CUST001147,0.0,37372.76,37372.76,1,0,0,0,0,3,21,1,0,14837.09,0.0,18.69,22,-3.31,0.08,Low Risk,0
CUST001148,1825.61,18283.17,20108.78,1,0,0,0,0,4,14,2,4,6243.89,466.06,18.14,50,-31.86,0.27,Medium Risk,1
CUST001149,6577.79,14753.52,21331.31,1,0,0,0,0,4,26,3,1,14578.22,2203.35,49.23,36,13.23,0.08,Low Risk,0
CUST001150,995.36,6985.87,7981.23,1,0,0,0,0,4,25,1,0,3232.14,640.9,15.36,22,-6.64,0.14,Low Risk,0
CUST001151,4300.15,0.0,4300.15,0,0,1,1,0,4,19,1,0,6049.38,0.0,141.43,22,119.43,0.08,Low Risk,0
CUST001152,3429.36,3030.03,6459.39,0,0,1,1,0,5,23,1,5,8263.87,0.0,142.66,52,90.66,0.07,Low Risk,0
CUST001153,6992.53,12644.23,19636.75,0,0,0,0,0,3,19,2,2,10689.23,0.0,8.65,38,-29.35,0.08,Low Risk,0
CUST001154,110.88,24932.79,25043.66,1,1,1,1,0,7,23,2,2,9450.87,2010.23,233.69,38,195.69,0.02,Low Risk,0
CUST001155,611.24,2616.96,3228.2,0,0,0,0,0,3,16,0,0,2828.07,0.0,1.51,18,-16.49,0.14,Low Risk,0
CUST001156,2487.87,187.46,2675.33,0,0,0,0,0,2,18,2,0,7767.92,0.0,0.92,26,-25.08,0.26,Medium Risk,0
CUST001157,0.0,2856.24,2856.24,0,0,1,0,0,3,14,2,6,877.29,0.0,86.43,62,24.43,0.31,Medium Risk,0
CUST001158,2581.41,8423.72,11005.13,1,0,0,0,0,4,27,1,1,4298.67,213.87,8.92,28,-19.08,0.24,Medium Risk,0
CUST001159,1348.87,1226.52,2575.39,1,0,0,0,0,4,21,1,2,3186.83,534.9,10.69,34,-23.31,0.08,Low Risk,0
CUST001160,0.0,20626.38,20626.38,0,1,1,0,0,4,19,3,1,5815.13,0.0,140.31,36,104.31,0.02,Low Risk,0
CUST001161,14532.46,7130.15,21662.61,0,0,0,1,0,4,24,1,1,18805.8,0.0,63.41,28,35.41,0.02,Low Risk,0
CUST001162,4374.04,11068.0,15442.03,0,0,0,0,0,3,22,1,0,9128.23,0.0,6.99,22,-15.01,0.14,Low Risk,0
CUST001163,2857.65,14551.98,17409.62,1,1,1,0,0,6,27,4,5,6240.76,2216.32,178.12,64,114.12,0.07,Low Risk,0
CUST001164,1167.09,19369.17,20536.27,0,0,0,0,0,3,22,1,1,5523.9,0.0,10.07,28,-17.93,0.08,Low Risk,0
CUST001165,1758.16,3468.39,5226.55,0,0,0,0,0,3,22,4,0,1905.33,0.0,2.32,34,-31.68,0.08,Low Risk,0
CUST001166,1405.06,0.0,1405.06,1,1,0,0,0,4,10,4,2,5254.37,2587.13,92.04,46,46.04,0.08,Low Risk,0
CUST001167,3098.08,10738.6,13836.68,0,0,0,0,0,3,16,0,5,4385.55,0.0,6.4,48,-41.6,0.37,High Risk,1
CUST001168,4016.69,8965.62,12982.31,0,1,0,0,0,4,14,8,1,3981.1,0.0,50.82,56,-5.18,0.24,Medium Risk,1
CUST001169,776.11,8977.84,9753.95,0,0,0,1,0,4,22,4,1,5031.8,0.0,59.75,40,19.75,0.18,Medium Risk,0
CUST001170,2087.51,3392.69,5480.2,0,0,0,0,0,3,34,0,0,14207.6,0.0,2.39,18,-15.61,0.14,Low Risk,0
CUST001171,1643.35,5951.29,7594.64,1,0,0,0,0,4,28,4,0,4556.53,2164.17,42.48,34,8.48,0.08,Low Risk,0
CUST001172,14284.77,62077.67,76362.44,1,0,0,1,0,5,18,1,1,4413.84,2352.85,133.15,28,105.15,0.02,Low Risk,0
CUST001173,3184.53,316.47,3501.0,0,0,0,0,0,2,23,1,4,3598.32,0.0,1.22,46,-44.78,0.33,Medium Risk,0
CUST001174,916.22,1193.81,2110.03,0,0,0,0,0,3,18,2,1,1844.67,0.0,0.9,32,-31.1,0.14,Low Risk,0
CUST001175,2292.77,3206.55,5499.32,0,0,0,0,0,3,14,1,1,2763.55,0.0,2.37,28,-25.63,0.14,Low Risk,0
CUST001176,5722.47,42919.46,48641.93,1,0,0,0,0,4,18,4,2,9970.01,3093.68,79.05,46,33.05,0.02,Low Risk,0
CUST001177,1923.7,8777.39,10701.08,1,0,0,0,0,4,27,1,0,7131.44,3237.16,63.3,22,41.3,0.02,Low Risk,0
CUST001178,4181.19,10989.2,15170.39,1,0,1,0,0,5,23,3,1,16462.13,4152.53,166.63,36,130.63,0.02,Low Risk,0
CUST001179,33.6,0.0,33.6,0,0,0,0,0,2,25,5,0,1798.75,0.0,0.01,38,-37.99,0.41,High Risk,0
CUST001180,3415.7,0.0,3415.7,0,1,0,0,0,3,27,2,1,5548.28,0.0,46.14,32,14.14,0.02,Low Risk,0
CUST001181,384.85,0.0,384.85,0,1,0,0,0,3,20,3,0,2343.37,0.0,45.13,30,15.13,0.07,Low Risk,1
CUST001182,3321.93,5409.67,8731.6,1,0,0,1,0,5,21,2,0,4007.14,2116.0,96.9,26,70.9,0.02,Low Risk,0
CUST001183,4608.15,11845.02,16453.17,0,0,0,0,0,3,22,3,0,2928.02,0.0,7.46,30,-22.54,0.08,Low Risk,0
CUST001184,7246.9,5432.49,12679.39,0,0,0,0,0,3,28,1,8,11404.18,0.0,5.13,70,-64.87,0.37,High Risk,1
CUST001185,2269.34,0.0,2269.34,1,0,0,0,0,3,19,1,1,3929.84,2475.98,45.32,28,17.32,0.18,Medium Risk,0
CUST001186,4871.16,29885.97,34757.13,0,0,1,0,0,4,14,0,0,2579.29,0.0,101.57,18,83.57,0.08,Low Risk,0
CUST001187,2634.74,30234.88,32869.62,1,0,0,0,0,4,23,2,1,8274.88,1201.66,37.63,32,5.63,0.08,Low Risk,0
CUST001188,5457.02,17392.09,22849.11,0,1,1,0,0,5,23,5,2,10472.93,0.0,140.52,50,90.52,0.02,Low Risk,0
CUST001189,762.68,1412.33,2175.01,0,1,1,1,0,6,14,1,2,2230.51,0.0,185.96,34,151.96,0.02,Low Risk,0
CUST001190,16007.08,43760.14,59767.22,1,0,0,0,0,4,22,0,0,8295.59,5888.95,133.22,18,115.22,0.18,Medium Risk,0
CUST001191,2121.5,0.0,2121.5,1,1,0,1,0,5,17,4,0,3925.54,3024.23,155.14,34,121.14,0.02,Low Risk,0
CUST001192,1918.41,19978.63,21897.04,1,0,0,0,0,4,30,2,1,7251.43,1330.29,34.57,32,2.57,0.08,Low Risk,0
CUST001193,777.03,11981.41,12758.43,1,0,1,0,0,5,32,3,0,2616.13,894.79,107.36,30,77.36,0.02,Low Risk,0
CUST001194,1206.7,3310.12,4516.82,0,0,1,0,0,4,22,5,1,5514.3,0.0,87.06,44,43.06,0.08,Low Risk,0
CUST001195,2714.52,9412.43,12126.95,1,0,0,0,0,4,25,1,0,3341.16,3647.56,71.27,22,49.27,0.08,Low Risk,0
CUST001196,2658.64,10171.27,12829.91,1,0,0,0,0,4,17,1,1,7177.5,3824.18,74.81,28,46.81,0.08,Low Risk,1
CUST001197,9303.62,41942.17,51245.78,0,0,0,0,0,3,21,1,0,23115.38,0.0,24.07,22,2.07,0.02,Low Risk,0
CUST001198,458.84,460.95,919.79,0,0,0,0,0,2,34,3,0,2252.92,0.0,0.38,30,-29.62,0.25,Medium Risk,0
CUST001199,388.6,3492.29,3880.89,1,0,0,0,0,4,16,1,0,2623.94,1748.82,33.35,22,11.35,0.02,Low Risk,0
CUST001200,3388.16,16347.16,19735.32,0,0,0,1,0,4,26,1,2,7130.78,0.0,64.3,34,30.3,0.08,Low Risk,0
CUST001201,2559.5,12051.75,14611.25,1,1,0,0,0,5,26,4,0,5047.67,2136.81,90.34,34,56.34,0.02,Low Risk,0
CUST001202,452.41,1899.84,2352.26,1,0,0,0,0,4,27,1,0,2572.14,1999.96,37.1,22,15.1,0.02,Low Risk,0
CUST001203,8759.08,16632.29,25391.37,0,0,0,0,0,3,12,1,2,13930.57,0.0,11.24,34,-22.76,0.08,Low Risk,0
CUST001204,5659.81,18755.48,24415.28,0,0,0,0,0,3,23,2,2,30754.28,0.0,11.26,38,-26.74,0.14,Low Risk,0
CUST001205,1090.04,6085.05,7175.09,0,1,0,1,0,5,24,3,1,2273.34,0.0,103.41,36,67.41,0.02,Low Risk,0
CUST001206,12294.89,27535.35,39830.24,1,0,0,0,0,4,24,2,6,33747.52,9810.56,194.46,62,132.46,0.21,Medium Risk,0
CUST001207,1691.2,20025.57,21716.77,1,0,0,0,0,4,17,2,0,4337.87,1775.96,42.54,26,16.54,0.02,Low Risk,0
CUST001208,2187.91,4126.73,6314.64,1,0,0,0,0,4,20,2,2,10940.44,1950.3,37.9,38,-0.1,0.14,Low Risk,0
CUST001209,6026.1,16872.01,22898.12,0,0,0,0,0,3,37,1,1,8499.5,0.0,10.44,28,-17.56,0.14,Low Risk,0
CUST001210,504.6,4751.24,5255.84,0,1,0,0,0,4,21,2,5,2684.76,0.0,47.54,56,-8.46,0.27,Medium Risk,1
CUST001211,1485.32,12077.54,13562.86,1,0,0,0,0,4,21,3,5,3708.68,2483.95,51.24,60,-8.76,0.21,Medium Risk,0
