customer_id,state,age_group,income_band,customer_segment,credit_score_band,tenure_band,estimated_income,tenure_years,estimated_credit_score
CUST001373,OR,18-24,75K-125K,Emerging Affluent,Excellent,3-5 Years,100000,4.0,810
CUST001374,AZ,65+,Under 40K,Affluent,Excellent,1-3 Years,30000,2.0,810
CUST001375,NC,25-34,40K-75K,Small Business,Very Good,1-3 Years,57500,2.0,760
CUST001376,OR,45-54,75K-125K,Affluent,Excellent,0-1 Years,100000,0.5,810
CUST001377,OH,55-64,40K-75K,Mass Market,Very Good,10+ Years,57500,12.0,760
CUST001378,AZ,45-54,Under 40K,Mass Market,Good,0-1 Years,30000,0.5,700
CUST001379,FL,35-44,75K-125K,Emerging Affluent,Fair,1-3 Years,100000,2.0,630
CUST001380,WA,25-34,Under 40K,Small Business,Good,5-10 Years,30000,7.0,700
CUST001381,AZ,25-34,75K-125K,Affluent,Fair,10+ Years,100000,12.0,630
CUST001382,CA,35-44,125K-200K,Mass Market,Very Good,0-1 Years,160000,0.5,760
CUST001383,TX,35-44,40K-75K,Mass Market,Good,3-5 Years,57500,4.0,700
CUST001384,NY,18-24,40K-75K,Small Business,Very Good,5-10 Years,57500,7.0,760
CUST001385,GA,18-24,75K-125K,Mass Market,Very Good,10+ Years,100000,12.0,760
CUST001386,VA,65+,40K-75K,Mass Market,Good,1-3 Years,57500,2.0,700
CUST001387,NY,65+,125K-200K,Small Business,Very Good,1-3 Years,160000,2.0,760
CUST001388,OH,65+,125K-200K,Affluent,Poor,10+ Years,160000,12.0,560
CUST001389,GA,45-54,125K-200K,Mass Market,Very Good,10+ Years,160000,12.0,760
CUST001390,MI,65+,75K-125K,Mass Market,Good,5-10 Years,100000,7.0,700
CUST001391,VA,35-44,75K-125K,Mass Market,Very Good,10+ Years,100000,12.0,760
CUST001392,CO,18-24,40K-75K,Mass Market,Very Good,1-3 Years,57500,2.0,760
CUST001393,MI,25-34,40K-75K,Emerging Affluent,Very Good,1-3 Years,57500,2.0,760
CUST001394,IL,65+,125K-200K,Affluent,Very Good,1-3 Years,160000,2.0,760
CUST001395,NY,45-54,125K-200K,Affluent,Very Good,5-10 Years,160000,7.0,760
CUST001396,CO,25-34,125K-200K,Mass Market,Very Good,3-5 Years,160000,4.0,760
CUST001397,IL,25-34,40K-75K,Mass Market,Very Good,1-3 Years,57500,2.0,760
CUST001398,MA,25-34,200K+,Emerging Affluent,Fair,10+ Years,240000,12.0,630
CUST001399,GA,25-34,125K-200K,Affluent,Very Good,1-3 Years,160000,2.0,760
CUST001400,MI,45-54,200K+,Emerging Affluent,Very Good,10+ Years,240000,12.0,760
CUST001401,MD,18-24,75K-125K,Affluent,Excellent,5-10 Years,100000,7.0,810
CUST001402,TN,18-24,40K-75K,Affluent,Very Good,5-10 Years,57500,7.0,760
CUST001403,TX,65+,40K-75K,Mass Market,Fair,1-3 Years,57500,2.0,630
CUST001404,NJ,18-24,75K-125K,Affluent,Very Good,0-1 Years,100000,0.5,760
CUST001405,OR,25-34,40K-75K,Mass Market,Very Good,1-3 Years,57500,2.0,760
CUST001406,FL,35-44,125K-200K,Small Business,Good,1-3 Years,160000,2.0,700
CUST001407,CO,35-44,75K-125K,Mass Market,Good,3-5 Years,100000,4.0,700
CUST001408,FL,25-34,125K-200K,Mass Market,Fair,5-10 Years,160000,7.0,630
CUST001409,MD,45-54,Under 40K,Emerging Affluent,Very Good,5-10 Years,30000,7.0,760
CUST001410,OR,35-44,40K-75K,Emerging Affluent,Good,10+ Years,57500,12.0,700
CUST001411,VA,35-44,125K-200K,Mass Market,Very Good,1-3 Years,160000,2.0,760
CUST001412,NY,25-34,75K-125K,Affluent,Excellent,1-3 Years,100000,2.0,810
CUST001413,WA,65+,75K-125K,Affluent,Very Good,1-3 Years,100000,2.0,760
CUST001414,OH,65+,75K-125K,Mass Market,Very Good,10+ Years,100000,12.0,760
CUST001415,TN,35-44,75K-125K,Mass Market,Very Good,1-3 Years,100000,2.0,760
CUST001416,NC,35-44,Under 40K,Emerging Affluent,Good,5-10 Years,30000,7.0,700
CUST001417,FL,35-44,Under 40K,Mass Market,Very Good,1-3 Years,30000,2.0,760
CUST001418,OR,25-34,125K-200K,Mass Market,Very Good,1-3 Years,160000,2.0,760
CUST001419,WA,25-34,75K-125K,Affluent,Good,10+ Years,100000,12.0,700
CUST001420,MN,65+,Under 40K,Small Business,Fair,0-1 Years,30000,0.5,630
CUST001421,NY,45-54,75K-125K,Small Business,Very Good,3-5 Years,100000,4.0,760
CUST001422,OH,25-34,40K-75K,Mass Market,Good,1-3 Years,57500,2.0,700
CUST001423,OH,55-64,200K+,Emerging Affluent,Fair,3-5 Years,240000,4.0,630
CUST001424,MI,25-34,75K-125K,Mass Market,Fair,0-1 Years,100000,0.5,630
CUST001425,MI,45-54,125K-200K,Mass Market,Good,10+ Years,160000,12.0,700
CUST001426,AZ,25-34,75K-125K,Emerging Affluent,Fair,3-5 Years,100000,4.0,630
CUST001427,TN,25-34,Under 40K,Mass Market,Very Good,10+ Years,30000,12.0,760
CUST001428,MN,25-34,125K-200K,Mass Market,Good,3-5 Years,160000,4.0,700
CUST001429,TX,35-44,40K-75K,Emerging Affluent,Very Good,5-10 Years,57500,7.0,760
CUST001430,WA,45-54,40K-75K,Emerging Affluent,Fair,10+ Years,57500,12.0,630
CUST001431,WA,18-24,40K-75K,Mass Market,Poor,3-5 Years,57500,4.0,560
CUST001432,NC,18-24,40K-75K,Emerging Affluent,Fair,0-1 Years,57500,0.5,630
CUST001433,NC,35-44,75K-125K,Mass Market,Excellent,0-1 Years,100000,0.5,810
CUST001434,FL,18-24,200K+,Affluent,Good,3-5 Years,240000,4.0,700
CUST001435,TN,45-54,75K-125K,Mass Market,Excellent,1-3 Years,100000,2.0,810
CUST001436,FL,35-44,75K-125K,Emerging Affluent,Poor,0-1 Years,100000,0.5,560
CUST001437,NJ,25-34,125K-200K,Small Business,Very Good,1-3 Years,160000,2.0,760
CUST001438,WA,25-34,75K-125K,Mass Market,Good,1-3 Years,100000,2.0,700
CUST001439,TN,35-44,Under 40K,Mass Market,Good,5-10 Years,30000,7.0,700
CUST001440,NJ,25-34,75K-125K,Mass Market,Very Good,5-10 Years,100000,7.0,760
CUST001441,VA,45-54,75K-125K,Mass Market,Fair,5-10 Years,100000,7.0,630
CUST001442,TX,65+,40K-75K,Mass Market,Very Good,0-1 Years,57500,0.5,760
CUST001443,VA,35-44,75K-125K,Mass Market,Good,0-1 Years,100000,0.5,700
CUST001444,PA,55-64,Under 40K,Emerging Affluent,Good,0-1 Years,30000,0.5,700
CUST001445,NC,35-44,Under 40K,Affluent,Fair,5-10 Years,30000,7.0,630
CUST001446,NC,45-54,125K-200K,Mass Market,Good,3-5 Years,160000,4.0,700
CUST001447,OH,35-44,75K-125K,Affluent,Fair,10+ Years,100000,12.0,630
CUST001448,OH,25-34,125K-200K,Emerging Affluent,Very Good,3-5 Years,160000,4.0,760
CUST001449,FL,35-44,Under 40K,Mass Market,Good,1-3 Years,30000,2.0,700
CUST001450,NJ,25-34,75K-125K,Mass Market,Excellent,5-10 Years,100000,7.0,810
CUST001451,NJ,45-54,40K-75K,Emerging Affluent,Very Good,1-3 Years,57500,2.0,760
CUST001452,PA,55-64,40K-75K,Mass Market,Good,10+ Years,57500,12.0,700
CUST001453,CA,25-34,125K-200K,Small Business,Good,1-3 Years,160000,2.0,700
CUST001454,CA,45-54,Under 40K,Mass Market,Fair,3-5 Years,30000,4.0,630
CUST001455,AZ,45-54,75K-125K,Mass Market,Excellent,10+ Years,100000,12.0,810
CUST001456,TN,45-54,125K-200K,Mass Market,Good,5-10 Years,160000,7.0,700
CUST001457,AZ,45-54,40K-75K,Emerging Affluent,Excellent,5-10 Years,57500,7.0,810
CUST001458,MN,45-54,75K-125K,Mass Market,Very Good,10+ Years,100000,12.0,760
CUST001459,MN,45-54,Under 40K,Mass Market,Fair,10+ Years,30000,12.0,630
CUST001460,NY,55-64,Under 40K,Mass Market,Fair,1-3 Years,30000,2.0,630
CUST001461,PA,35-44,40K-75K,Mass Market,Fair,10+ Years,57500,12.0,630
CUST001462,GA,55-64,125K-200K,Affluent,Good,3-5 Years,160000,4.0,700
CUST001463,MN,25-34,75K-125K,Mass Market,Fair,1-3 Years,100000,2.0,630
CUST001464,NJ,55-64,Under 40K,Mass Market,Very Good,3-5 Years,30000,4.0,760
CUST001465,WA,18-24,40K-75K,Mass Market,Fair,1-3 Years,57500,2.0,630
CUST001466,FL,35-44,Under 40K,Mass Market,Fair,3-5 Years,30000,4.0,630
CUST001467,MI,35-44,125K-200K,Mass Market,Very Good,1-3 Years,160000,2.0,760
CUST001468,TX,35-44,40K-75K,Mass Market,Fair,5-10 Years,57500,7.0,630
CUST001469,MA,65+,75K-125K,Mass Market,Fair,5-10 Years,100000,7.0,630
CUST001470,OH,35-44,125K-200K,Mass Market,Fair,0-1 Years,160000,0.5,630
CUST001471,GA,35-44,40K-75K,Mass Market,Very Good,10+ Years,57500,12.0,760
CUST001472,OH,25-34,40K-75K,Mass Market,Very Good,0-1 Years,57500,0.5,760
CUST001473,TX,35-44,125K-200K,Affluent,Good,0-1 Years,160000,0.5,700
CUST001474,NY,55-64,Under 40K,Mass Market,Poor,5-10 Years,30000,7.0,560
CUST001475,NC,45-54,40K-75K,Small Business,Very Good,3-5 Years,57500,4.0,760
CUST001476,WA,25-34,Under 40K,Mass Market,Very Good,5-10 Years,30000,7.0,760
CUST001477,AZ,25-34,75K-125K,Affluent,Excellent,1-3 Years,100000,2.0,810
CUST001478,WA,25-34,75K-125K,Affluent,Very Good,3-5 Years,100000,4.0,760
CUST001479,OH,25-34,125K-200K,Emerging Affluent,Fair,0-1 Years,160000,0.5,630
CUST001480,CA,18-24,200K+,Affluent,Good,5-10 Years,240000,7.0,700
CUST001481,PA,55-64,40K-75K,Mass Market,Very Good,10+ Years,57500,12.0,760
CUST001482,GA,35-44,40K-75K,Mass Market,Very Good,1-3 Years,57500,2.0,760
CUST001483,WA,35-44,200K+,Emerging Affluent,Fair,10+ Years,240000,12.0,630
CUST001484,MD,18-24,Under 40K,Emerging Affluent,Fair,3-5 Years,30000,4.0,630
CUST001485,TX,25-34,Under 40K,Small Business,Good,1-3 Years,30000,2.0,700
CUST001486,NJ,45-54,75K-125K,Emerging Affluent,Fair,1-3 Years,100000,2.0,630
CUST001487,OR,45-54,75K-125K,Emerging Affluent,Fair,1-3 Years,100000,2.0,630
CUST001488,OR,35-44,125K-200K,Mass Market,Very Good,0-1 Years,160000,0.5,760
CUST001489,TX,65+,125K-200K,Affluent,Fair,3-5 Years,160000,4.0,630
CUST001490,IL,18-24,75K-125K,Mass Market,Very Good,10+ Years,100000,12.0,760
CUST001491,TN,35-44,Under 40K,Mass Market,Good,5-10 Years,30000,7.0,700
CUST001492,CA,65+,125K-200K,Mass Market,Very Good,10+ Years,160000,12.0,760
CUST001493,GA,35-44,75K-125K,Small Business,Very Good,1-3 Years,100000,2.0,760
CUST001494,IL,45-54,Under 40K,Mass Market,Good,5-10 Years,30000,7.0,700
CUST001495,WA,45-54,40K-75K,Emerging Affluent,Excellent,10+ Years,57500,12.0,810
CUST001496,IL,35-44,40K-75K,Mass Market,Good,5-10 Years,57500,7.0,700
CUST001497,MN,25-34,Under 40K,Mass Market,Very Good,10+ Years,30000,12.0,760
CUST001498,GA,35-44,75K-125K,Mass Market,Good,1-3 Years,100000,2.0,700
CUST001499,FL,35-44,Under 40K,Mass Market,Fair,0-1 Years,30000,0.5,630
CUST001500,PA,65+,40K-75K,Mass Market,Excellent,0-1 Years,57500,0.5,810
CUST001501,NJ,65+,40K-75K,Mass Market,Very Good,5-10 Years,57500,7.0,760
CUST001502,MD,35-44,200K+,Affluent,Good,0-1 Years,240000,0.5,700
CUST001503,GA,25-34,200K+,Emerging Affluent,Poor,1-3 Years,240000,2.0,560
CUST001504,OR,25-34,200K+,Mass Market,Excellent,5-10 Years,240000,7.0,810
CUST001505,MD,25-34,75K-125K,Mass Market,Very Good,10+ Years,100000,12.0,760
CUST001506,OH,35-44,125K-200K,Mass Market,Good,3-5 Years,160000,4.0,700
CUST001507,CA,25-34,40K-75K,Emerging Affluent,Good,10+ Years,57500,12.0,700
CUST001508,WA,35-44,40K-75K,Affluent,Fair,3-5 Years,57500,4.0,630
CUST001509,MD,45-54,Under 40K,Mass Market,Fair,3-5 Years,30000,4.0,630
CUST001510,OH,25-34,Under 40K,Mass Market,Good,5-10 Years,30000,7.0,700
CUST001511,OH,25-34,75K-125K,Emerging Affluent,Very Good,5-10 Years,100000,7.0,760
CUST001512,FL,35-44,Under 40K,Mass Market,Very Good,10+ Years,30000,12.0,760
CUST001513,MA,25-34,Under 40K,Mass Market,Very Good,0-1 Years,30000,0.5,760
CUST001514,IL,65+,Under 40K,Emerging Affluent,Good,5-10 Years,30000,7.0,700
CUST001515,MI,25-34,75K-125K,Affluent,Very Good,1-3 Years,100000,2.0,760
CUST001516,NY,25-34,Under 40K,Emerging Affluent,Very Good,0-1 Years,30000,0.5,760
CUST001517,PA,25-34,40K-75K,Mass Market,Very Good,1-3 Years,57500,2.0,760
CUST001518,OH,18-24,40K-75K,Mass Market,Very Good,1-3 Years,57500,2.0,760
CUST001519,PA,45-54,75K-125K,Affluent,Good,10+ Years,100000,12.0,700
CUST001520,CA,25-34,200K+,Mass Market,Very Good,0-1 Years,240000,0.5,760
CUST001521,AZ,55-64,75K-125K,Mass Market,Good,5-10 Years,100000,7.0,700
CUST001522,TX,25-34,75K-125K,Mass Market,Very Good,1-3 Years,100000,2.0,760
CUST001523,CA,25-34,40K-75K,Mass Market,Good,10+ Years,57500,12.0,700
CUST001524,FL,55-64,125K-200K,Small Business,Very Good,1-3 Years,160000,2.0,760
CUST001525,OR,35-44,75K-125K,Emerging Affluent,Good,0-1 Years,100000,0.5,700
CUST001526,OH,35-44,75K-125K,Mass Market,Good,0-1 Years,100000,0.5,700
CUST001527,VA,35-44,40K-75K,Mass Market,Excellent,5-10 Years,57500,7.0,810
CUST001528,TN,25-34,200K+,Affluent,Good,3-5 Years,240000,4.0,700
CUST001529,AZ,35-44,75K-125K,Affluent,Good,3-5 Years,100000,4.0,700
CUST001530,NJ,35-44,75K-125K,Affluent,Fair,0-1 Years,100000,0.5,630
CUST001531,TX,18-24,200K+,Mass Market,Good,10+ Years,240000,12.0,700
CUST001532,NC,18-24,40K-75K,Affluent,Excellent,5-10 Years,57500,7.0,810
CUST001533,IL,35-44,125K-200K,Mass Market,Excellent,3-5 Years,160000,4.0,810
CUST001534,OH,55-64,Under 40K,Mass Market,Excellent,5-10 Years,30000,7.0,810
CUST001535,OR,45-54,75K-125K,Mass Market,Poor,0-1 Years,100000,0.5,560
CUST001536,CA,18-24,125K-200K,Affluent,Poor,1-3 Years,160000,2.0,560
CUST001537,MI,25-34,Under 40K,Affluent,Good,5-10 Years,30000,7.0,700
CUST001538,VA,45-54,75K-125K,Emerging Affluent,Good,3-5 Years,100000,4.0,700
CUST001539,NY,35-44,75K-125K,Mass Market,Fair,0-1 Years,100000,0.5,630
CUST001540,CO,45-54,Under 40K,Mass Market,Good,3-5 Years,30000,4.0,700
CUST001541,AZ,35-44,125K-200K,Affluent,Good,5-10 Years,160000,7.0,700
CUST001542,IL,65+,40K-75K,Mass Market,Good,10+ Years,57500,12.0,700
CUST001543,MD,35-44,Under 40K,Mass Market,Very Good,10+ Years,30000,12.0,760
CUST001544,OH,55-64,125K-200K,Mass Market,Good,5-10 Years,160000,7.0,700
CUST001545,CA,25-34,125K-200K,Emerging Affluent,Fair,0-1 Years,160000,0.5,630
CUST001546,TX,35-44,75K-125K,Mass Market,Fair,1-3 Years,100000,2.0,630
CUST001547,NY,18-24,75K-125K,Emerging Affluent,Good,3-5 Years,100000,4.0,700
CUST001548,MI,25-34,Under 40K,Mass Market,Poor,10+ Years,30000,12.0,560
CUST001549,NC,18-24,40K-75K,Small Business,Poor,1-3 Years,57500,2.0,560
CUST001550,FL,65+,40K-75K,Mass Market,Good,1-3 Years,57500,2.0,700
CUST001551,FL,45-54,Under 40K,Mass Market,Very Good,0-1 Years,30000,0.5,760
CUST001552,WA,18-24,125K-200K,Mass Market,Excellent,0-1 Years,160000,0.5,810
CUST001553,IL,25-34,40K-75K,Affluent,Fair,5-10 Years,57500,7.0,630
CUST001554,MN,55-64,75K-125K,Emerging Affluent,Fair,10+ Years,100000,12.0,630
CUST001555,FL,65+,75K-125K,Mass Market,Very Good,3-5 Years,100000,4.0,760
CUST001556,OH,35-44,40K-75K,Affluent,Good,10+ Years,57500,12.0,700
CUST001557,MI,25-34,200K+,Emerging Affluent,Excellent,3-5 Years,240000,4.0,810
CUST001558,CA,18-24,Under 40K,Emerging Affluent,Good,10+ Years,30000,12.0,700
CUST001559,OR,35-44,40K-75K,Mass Market,Good,0-1 Years,57500,0.5,700
CUST001560,MI,35-44,Under 40K,Mass Market,Very Good,1-3 Years,30000,2.0,760
CUST001561,OR,65+,75K-125K,Mass Market,Excellent,10+ Years,100000,12.0,810
CUST001562,FL,35-44,40K-75K,Mass Market,Good,5-10 Years,57500,7.0,700
CUST001563,AZ,35-44,40K-75K,Emerging Affluent,Good,0-1 Years,57500,0.5,700
CUST001564,NY,35-44,40K-75K,Affluent,Very Good,5-10 Years,57500,7.0,760
CUST001565,NC,45-54,40K-75K,Affluent,Poor,10+ Years,57500,12.0,560
CUST001566,CA,35-44,75K-125K,Affluent,Fair,10+ Years,100000,12.0,630
CUST001567,WA,35-44,40K-75K,Mass Market,Very Good,0-1 Years,57500,0.5,760
CUST001568,VA,45-54,125K-200K,Affluent,Very Good,1-3 Years,160000,2.0,760
CUST001569,TX,18-24,40K-75K,Emerging Affluent,Fair,5-10 Years,57500,7.0,630
CUST001570,VA,25-34,Under 40K,Mass Market,Good,5-10 Years,30000,7.0,700
CUST001571,AZ,45-54,200K+,Emerging Affluent,Poor,5-10 Years,240000,7.0,560
CUST001572,AZ,65+,40K-75K,Mass Market,Poor,5-10 Years,57500,7.0,560
CUST001573,NC,25-34,75K-125K,Mass Market,Poor,3-5 Years,100000,4.0,560
CUST001574,WA,55-64,40K-75K,Mass Market,Fair,10+ Years,57500,12.0,630
CUST001575,WA,55-64,Under 40K,Affluent,Good,5-10 Years,30000,7.0,700
CUST001576,AZ,25-34,200K+,Mass Market,Good,5-10 Years,240000,7.0,700
CUST001577,MD,35-44,75K-125K,Mass Market,Poor,5-10 Years,100000,7.0,560
CUST001578,VA,25-34,75K-125K,Mass Market,Fair,5-10 Years,100000,7.0,630
CUST001579,AZ,18-24,125K-200K,Affluent,Good,1-3 Years,160000,2.0,700
CUST001580,CO,25-34,75K-125K,Small Business,Excellent,10+ Years,100000,12.0,810
CUST001581,TN,45-54,75K-125K,Mass Market,Very Good,1-3 Years,100000,2.0,760
CUST001582,OR,55-64,75K-125K,Mass Market,Fair,1-3 Years,100000,2.0,630
CUST001583,TX,65+,40K-75K,Mass Market,Good,1-3 Years,57500,2.0,700
CUST001584,TN,45-54,75K-125K,Mass Market,Good,1-3 Years,100000,2.0,700
CUST001585,NJ,35-44,200K+,Mass Market,Excellent,3-5 Years,240000,4.0,810
CUST001586,AZ,25-34,75K-125K,Mass Market,Good,10+ Years,100000,12.0,700
CUST001587,CA,45-54,75K-125K,Affluent,Excellent,0-1 Years,100000,0.5,810
CUST001588,MI,55-64,Under 40K,Emerging Affluent,Very Good,3-5 Years,30000,4.0,760
CUST001589,NY,45-54,75K-125K,Mass Market,Very Good,3-5 Years,100000,4.0,760
CUST001590,TX,45-54,125K-200K,Mass Market,Very Good,3-5 Years,160000,4.0,760
CUST001591,AZ,25-34,40K-75K,Mass Market,Excellent,10+ Years,57500,12.0,810
CUST001592,PA,55-64,75K-125K,Emerging Affluent,Good,10+ Years,100000,12.0,700
CUST001593,AZ,35-44,40K-75K,Emerging Affluent,Good,10+ Years,57500,12.0,700
CUST001594,NJ,45-54,Under 40K,Affluent,Poor,0-1 Years,30000,0.5,560
CUST001595,OR,55-64,40K-75K,Emerging Affluent,Good,1-3 Years,57500,2.0,700
CUST001596,NY,65+,40K-75K,Small Business,Fair,5-10 Years,57500,7.0,630
CUST001597,WA,55-64,75K-125K,Mass Market,Very Good,10+ Years,100000,12.0,760
CUST001598,FL,35-44,40K-75K,Mass Market,Fair,5-10 Years,57500,7.0,630
CUST001599,GA,35-44,75K-125K,Emerging Affluent,Very Good,5-10 Years,100000,7.0,760
CUST001600,MA,55-64,Under 40K,Mass Market,Fair,0-1 Years,30000,0.5,630
CUST001601,CA,45-54,75K-125K,Mass Market,Very Good,10+ Years,100000,12.0,760
CUST001602,NJ,45-54,Under 40K,Emerging Affluent,Excellent,5-10 Years,30000,7.0,810
CUST001603,OH,25-34,75K-125K,Mass Market,Fair,10+ Years,100000,12.0,630
CUST001604,OR,55-64,75K-125K,Mass Market,Excellent,5-10 Years,100000,7.0,810
CUST001605,GA,55-64,Under 40K,Affluent,Fair,1-3 Years,30000,2.0,630
CUST001606,OH,55-64,Under 40K,Mass Market,Good,5-10 Years,30000,7.0,700
CUST001607,IL,25-34,125K-200K,Mass Market,Good,5-10 Years,160000,7.0,700
CUST001608,WA,45-54,40K-75K,Mass Market,Excellent,5-10 Years,57500,7.0,810
CUST001609,TX,25-34,125K-200K,Emerging Affluent,Very Good,10+ Years,160000,12.0,760
CUST001610,WA,65+,200K+,Mass Market,Very Good,3-5 Years,240000,4.0,760
CUST001611,MN,35-44,40K-75K,Mass Market,Very Good,3-5 Years,57500,4.0,760
CUST001612,VA,35-44,Under 40K,Affluent,Fair,1-3 Years,30000,2.0,630
CUST001613,IL,25-34,Under 40K,Emerging Affluent,Fair,1-3 Years,30000,2.0,630
CUST001614,MI,65+,40K-75K,Mass Market,Good,5-10 Years,57500,7.0,700
CUST001615,GA,35-44,200K+,Affluent,Fair,1-3 Years,240000,2.0,630
CUST001616,IL,65+,Under 40K,Emerging Affluent,Good,1-3 Years,30000,2.0,700
CUST001617,VA,65+,40K-75K,Affluent,Good,5-10 Years,57500,7.0,700
CUST001618,CA,45-54,75K-125K,Mass Market,Good,1-3 Years,100000,2.0,700
CUST001619,MD,35-44,125K-200K,Small Business,Fair,3-5 Years,160000,4.0,630
CUST001620,WA,55-64,75K-125K,Small Business,Good,0-1 Years,100000,0.5,700
CUST001621,NJ,55-64,40K-75K,Mass Market,Fair,1-3 Years,57500,2.0,630
CUST001622,VA,35-44,75K-125K,Mass Market,Good,0-1 Years,100000,0.5,700
CUST001623,NC,25-34,75K-125K,Mass Market,Fair,0-1 Years,100000,0.5,630
CUST001624,CA,45-54,75K-125K,Mass Market,Good,5-10 Years,100000,7.0,700
CUST001625,IL,45-54,75K-125K,Emerging Affluent,Good,5-10 Years,100000,7.0,700
CUST001626,TX,25-34,125K-200K,Mass Market,Excellent,3-5 Years,160000,4.0,810
CUST001627,MA,35-44,75K-125K,Emerging Affluent,Fair,0-1 Years,100000,0.5,630
CUST001628,OH,45-54,125K-200K,Small Business,Excellent,1-3 Years,160000,2.0,810
CUST001629,MI,18-24,75K-125K,Mass Market,Good,0-1 Years,100000,0.5,700
CUST001630,OH,18-24,125K-200K,Emerging Affluent,Good,5-10 Years,160000,7.0,700
CUST001631,CO,18-24,75K-125K,Mass Market,Poor,1-3 Years,100000,2.0,560
CUST001632,TX,35-44,75K-125K,Affluent,Very Good,10+ Years,100000,12.0,760
CUST001633,AZ,18-24,Under 40K,Mass Market,Fair,1-3 Years,30000,2.0,630
CUST001634,TN,25-34,Under 40K,Emerging Affluent,Very Good,5-10 Years,30000,7.0,760
CUST001635,TX,65+,125K-200K,Affluent,Fair,5-10 Years,160000,7.0,630
CUST001636,OH,18-24,40K-75K,Mass Market,Very Good,5-10 Years,57500,7.0,760
CUST001637,FL,25-34,Under 40K,Mass Market,Good,0-1 Years,30000,0.5,700
CUST001638,TX,45-54,125K-200K,Small Business,Good,3-5 Years,160000,4.0,700
CUST001639,MI,35-44,40K-75K,Mass Market,Good,1-3 Years,57500,2.0,700
CUST001640,PA,25-34,40K-75K,Mass Market,Fair,3-5 Years,57500,4.0,630
CUST001641,NY,45-54,75K-125K,Mass Market,Poor,10+ Years,100000,12.0,560
CUST001642,VA,25-34,75K-125K,Mass Market,Good,3-5 Years,100000,4.0,700
CUST001643,NC,25-34,75K-125K,Mass Market,Excellent,5-10 Years,100000,7.0,810
CUST001644,NJ,45-54,75K-125K,Affluent,Fair,0-1 Years,100000,0.5,630
CUST001645,CA,35-44,40K-75K,Emerging Affluent,Fair,3-5 Years,57500,4.0,630
CUST001646,FL,25-34,Under 40K,Mass Market,Excellent,5-10 Years,30000,7.0,810
CUST001647,GA,35-44,Under 40K,Mass Market,Poor,3-5 Years,30000,4.0,560
CUST001648,CA,18-24,75K-125K,Mass Market,Good,10+ Years,100000,12.0,700
CUST001649,CO,35-44,40K-75K,Mass Market,Good,1-3 Years,57500,2.0,700
CUST001650,NC,25-34,Under 40K,Emerging Affluent,Very Good,3-5 Years,30000,4.0,760
CUST001651,TX,25-34,Under 40K,Mass Market,Very Good,3-5 Years,30000,4.0,760
CUST001652,NY,45-54,75K-125K,Small Business,Fair,0-1 Years,100000,0.5,630
CUST001653,OH,45-54,40K-75K,Mass Market,Good,10+ Years,57500,12.0,700
CUST001654,IL,35-44,Under 40K,Emerging Affluent,Excellent,1-3 Years,30000,2.0,810
CUST001655,MA,25-34,40K-75K,Emerging Affluent,Very Good,1-3 Years,57500,2.0,760
CUST001656,PA,18-24,40K-75K,Emerging Affluent,Good,1-3 Years,57500,2.0,700
CUST001657,MA,25-34,75K-125K,Mass Market,Good,3-5 Years,100000,4.0,700
CUST001658,WA,45-54,40K-75K,Mass Market,Excellent,10+ Years,57500,12.0,810
CUST001659,MI,45-54,125K-200K,Emerging Affluent,Excellent,3-5 Years,160000,4.0,810
CUST001660,NC,55-64,40K-75K,Mass Market,Poor,5-10 Years,57500,7.0,560
CUST001661,NC,55-64,75K-125K,Mass Market,Fair,0-1 Years,100000,0.5,630
CUST001662,MI,55-64,40K-75K,Mass Market,Good,3-5 Years,57500,4.0,700
CUST001663,MN,25-34,40K-75K,Affluent,Good,1-3 Years,57500,2.0,700
CUST001664,MN,55-64,125K-200K,Affluent,Good,0-1 Years,160000,0.5,700
CUST001665,FL,45-54,Under 40K,Small Business,Excellent,5-10 Years,30000,7.0,810
CUST001666,IL,35-44,Under 40K,Mass Market,Very Good,3-5 Years,30000,4.0,760
CUST001667,TN,45-54,Under 40K,Small Business,Very Good,10+ Years,30000,12.0,760
CUST001668,NJ,55-64,40K-75K,Small Business,Good,1-3 Years,57500,2.0,700
CUST001669,NY,55-64,40K-75K,Mass Market,Excellent,1-3 Years,57500,2.0,810
CUST001670,OR,45-54,75K-125K,Affluent,Fair,5-10 Years,100000,7.0,630
CUST001671,FL,65+,125K-200K,Mass Market,Excellent,3-5 Years,160000,4.0,810
CUST001672,NC,35-44,Under 40K,Small Business,Very Good,5-10 Years,30000,7.0,760
CUST001673,OR,35-44,Under 40K,Mass Market,Good,1-3 Years,30000,2.0,700
CUST001674,NY,25-34,40K-75K,Mass Market,Good,5-10 Years,57500,7.0,700
CUST001675,TN,25-34,40K-75K,Mass Market,Excellent,5-10 Years,57500,7.0,810
CUST001676,OR,25-34,Under 40K,Mass Market,Excellent,1-3 Years,30000,2.0,810
CUST001677,OH,65+,40K-75K,Mass Market,Excellent,1-3 Years,57500,2.0,810
CUST001678,NC,35-44,200K+,Mass Market,Good,1-3 Years,240000,2.0,700
CUST001679,IL,25-34,40K-75K,Affluent,Very Good,0-1 Years,57500,0.5,760
CUST001680,CO,25-34,40K-75K,Mass Market,Good,1-3 Years,57500,2.0,700
CUST001681,CO,35-44,40K-75K,Affluent,Good,0-1 Years,57500,0.5,700
